,UnitId,DriverId,Time,Tag,Vin,Lat,Lon,Address,GpsQuality,Heading,SerialNumber,EventIndex,EventCode,FirmwareVersion,Hdop,Vdop,Pdop,NumSatellites,UnitType,OdometerDelta,EngineTimeDelta,AbsEvent,AbsIndicator,AcceleratorPosition,AccelViolationsCount,AdaptiveCruiseEngaged,AirbagDeployed,AirbagLight,AirBrakeEngaged,Altitude,AmbientAirTemp,BrakeIndicator,BrakePedalSwitch,CabinTemperature,Coasting,CoastingTime,CollisionDeceleration,CruiseControlActive,CruiseControlSetSpeed,CurrentGear,DecelViolationsCount,EngineOverspeed,EngineSpeed,EngineTorque,FuelRate,FuelRemaining,HarshAcceleration,HarshBraking,HighEngineTemp,HighWindSpeed,LoadPercent,LostExternalPower,LowBrakeFluid,LowEngineOilPressure,LowFuelLevel,LowTirePressure,MaxAccel,MaxDecel,MilStatus,OBDII_DTC,Panic,Raining,SeatBeltFastened,SeatbeltIndicator,SimCardRemoved,Speed,SpeedingOverMax,SpinOutEvent,StabilityControlEngaged,TotalFuelUsed,TotalHighGearTime,TractionControlEngaged,TrailerCoupled,TripCruiseControlTime,TripDistance,TripDrivingWithoutSeatbeltTime,TripDuration,TripFuelUsed,TripFuelUsed2,TripFullThrottleTime,TripHighGearTime,TripHighRpmTime,TripMaxSpeed,TripOptimalRpmTime,TripSpeedingTime,WindSpeedAlarmCount,WindSpeedPreAlarmCount,YawRate
31,616646030,584845482,5/5/2014 10:53,14048,1FT7W2B64DEB35789,37.1229471,-104.6685447,US|81082|Colorado|Trinidad|Highway Of Legends [Co-12],Excellent,270,9CAN7SU1N,,,,,,,,M,0 km,0:03:00,,,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII B11E8-16,,,,FALSE,,0 mph,,,,,,,,,,,,,,,,,,,,,,
32,233038889,429121416,5/5/2014 10:52,10340,1FT7X2B61CEA33085,32.77066441,-97.79728399,US|76086|Texas|Weatherford|N Main St [Fm-51],Excellent,0,9CAN8NUCK,,,,,,,,M,2.4 km,0:03:00,,,14,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,"OBDII U0140-00,OBDII U3003-16",,,,FALSE,,46.0311779156788 mph,,,,,,,,,,,,,,,,,,,,,,
33,427634230,397911820,5/5/2014 10:52,12757,1FT7X2B66CEC95524,28.40036398,-97.74968283,US|78102|Texas|Beeville|W Houston St [Us-59],Excellent,254,9CAN6S13M,,,,,,,,M,0.9 km,0:03:00,,,14,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII C0020-12,,,,FALSE,,32.2218245409752 mph,,,,,,,,,,,,,,,,,,,,,,
34,493696886,729790363,5/5/2014 10:52,12232,1FT7W2B65CEB42152,31.23098113,-101.7434172,US|76932|Texas|Big Lake|W Us Highway 67 [Us-67],Excellent,271,9CANL1GBL,,,,,,,,M,5.7 km,0:03:00,,,0,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII C0049-7B,,,,FALSE,,71.3483257693022 mph,,,,,,,,,,,,,,,,,,,,,,
35,304487956,321213353,5/5/2014 10:52,11992,1FTFW1EF6CKD25370,31.92679983,-102.286008,US|79703|Texas|Midland|Tx-191,Excellent,34,9CAN6H68L,,,,,,,,M,3.8 km,0:02:00,,,0,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII U0401,,,,FALSE,,74.8006641129781 mph,TRUE,,,,,,,,,,,,,,,,,,,,,
36,304487956,321213353,5/5/2014 10:52,11992,1FTFW1EF6CKD25370,31.92820531,-102.2849136,US|79703|Texas|Midland|Tx-191,Excellent,33,9CAN6H68L,,,,,,,,M,0.5 km,0:01:00,,,0,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII U0401,,,,FALSE,,74.8006641129781 mph,,,,,,,,,,,,,,,,,,,,,,
37,575508262,671690917,5/5/2014 10:53,14184,1FT7X2B64EEA67685,31.428267,-100.5103332,US|76904|Texas|San Angelo|Sherwood Way [Us-67],Excellent,319,9CAN5YU5N,,,,,,,,M,2 km,0:02:00,,,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,FALSE,,,,,FALSE,,0 mph,,,,,,,,,,,,,,,,,,,,,,
38,575508262,671690917,5/5/2014 10:53,14184,1FT7X2B64EEA67685,31.428267,-100.5103332,US|76904|Texas|San Angelo|Sherwood Way [Us-67],Excellent,319,9CAN5YU5N,,,,,,,,M,0 km,0:00:00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0 mph,,,,,,,,0:06:01,,0:00:00,0:08:03,1.519 L,,0:00:00,,0:00:00,,0:06:11,0:00:00,,,
39,304481590,395296334,5/5/2014 10:53,12409,1FT7X2B61CEA70962,31.73100795,-101.93753,US|79706|Texas|Midland|Fm-1379,Excellent,75,9CAN7A68L,,,,,,,,M,5.1 km,0:03:00,,,24,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII B11E8-16,,,,FALSE,,62.1420901861664 mph,,,,,,,,,,,,,,,,,,,,,,
40,304481590,395296334,5/5/2014 10:53,12409,1FT7X2B61CEA70962,31.73100795,-101.93753,US|79706|Texas|Midland|Fm-1379,Excellent,75,9CAN7A68L,,,,,,,,M,0 km,0:00:00,,,24,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII B11E8-16,,,,FALSE,,62.1420901861664 mph,,,,,,,,0:08:33,24.3 km,0:00:00,0:15:00,4.072 L,,0:00:00,,0:00:00,,0:13:23,0:00:00,,,
41,217393023,298285704,5/5/2014 10:53,11218,1FTFW1EF0BKD97714,28.4276635,-98.08733273,US|78071|Texas|Three Rivers|I-37,Excellent,327,9CANI4N2L,,,,,,,,M,5.9 km,0:03:00,,,0,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,,,,,FALSE,,73.6498846650862 mph,,,,,,,,,,,,,,,,,,,,,,
42,304485720,298200556,5/5/2014 10:53,11938,1FTFW1EF0CKD25249,28.16783924,-97.95830506,US|78383|Texas|Sandia|Fm-534,Excellent,1,9CANC168L,,,,,,,,M,2.8 km,0:03:00,,,16,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,OBDII P0316-00,,,,FALSE,,63.2928696340584 mph,,,,,,,,,,,,,,,,,,,,,,
43,652463906,652366334,5/5/2014 10:52,14367,1FT7W2B68FEA13083,32.27741687,-101.3643888,US|79720|Texas|Big Spring|I-20,Excellent,245,9CANAU19N,,,,,,,,M,5.5 km,0:03:00,,,0,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,FALSE,,,,,FALSE,,67.8959874256263 mph,,,,,,,,,,,,,,,,,,,,,,
44,304481200,378325750,5/5/2014 10:53,11947,1FT7X2B64CEA70938,31.9038884,-102.2840272,US|79765|Texas|Odessa|Tx-588-Spur,Excellent,270,9CANHX68L,,,,,,,,M,0 km,0:03:00,,,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,TRUE,"OBDII P0442-00,OBDII P0455-00",,,,FALSE,,0 mph,,,,,,,,,,,,,,,,,,,,,,
45,300156808,370206162,5/5/2014 10:52,11989,1FT7X2B6XCEA81636,37.12319387,-104.6685447,US|81082|Colorado|Trinidad|Highway Of Legends [Co-12],Excellent,270,9CAN92TCK,,,,,,,,M,0 km,0:00:00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,"OBDII P0171-00,OBDII P0174-00",,,,,,0 mph,,,,,,,,,,,,,,,,,,,,,,
